"Year","Age","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus (HIV) disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2000,"5 to 9 years","Rank of leading causes of death",18,18,18,18,18,9,7,18,18,18,18,18,9,18,2,4,14,18,18,14,18,18,4,18,7,18,18,14,18,14,18,9,18,18,18,18,18,18,18,18,18,18,9,3,1,18,6,18,18,9,0
2000,"10 to 14 years","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,1,0,0,41,4,2,3,0,1,0,0,10,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19,127,46,5,0,0,0,59
2000,"10 to 14 years","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0.3,0,0,12.5,1.2,0.6,0.9,0,0.3,0,0,3,0,1.2,0,0,0.3,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,5.8,38.6,14,1.5,0,0,0,17.9
2000,"10 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.2,0.1,0.1,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6.2,2.2,0.2,0,0,0,2.9
2000,"10 to 14 years","Rank of leading causes of death",18,18,18,18,18,18,9,18,18,18,18,12,18,18,3,7,11,9,18,12,18,18,5,18,7,18,18,12,18,12,18,12,18,18,18,18,18,18,18,18,18,18,12,4,1,2,6,18,18,18,0
2000,"15 to 24","Number of deaths",0,0,0,0,0,8,4,0,0,0,0,1,4,0,195,14,2,8,0,2,0,0,62,1,15,0,6,10,0,18,0,4,1,0,1,2,0,2,2,0,0,3,0,53,1018,542,91,1,0,2,295
2000,"15 to 24","Percentage of deaths",0,0,0,0,0,0.3,0.2,0,0,0,0,0,0.2,0,8.2,0.6,0.1,0.3,0,0.1,0,0,2.6,0,0.6,0,0.3,0.4,0,0.8,0,0.2,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0,2.2,43,22.9,3.8,0,0,0.1,12.5
2000,"15 to 24","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.2,0.1,0,0,0,0,0,0.1,0,4.7,0.3,0,0.2,0,0,0,0,1.5,0,0.4,0,0.1,0.2,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,1.3,24.5,13,2.2,0,0,0,7.1
2000,"15 to 24","Rank of leading causes of death",29,29,29,29,29,11,14,29,29,29,29,24,14,29,3,9,18,11,29,18,29,29,5,24,8,29,13,10,29,7,29,14,24,29,24,18,29,18,18,29,29,17,29,6,1,2,4,24,29,18,0
2000,"15 to 19 years","Number of deaths",0,0,0,0,0,7,1,0,0,0,0,0,1,0,82,6,1,3,0,1,0,0,26,0,5,0,0,3,0,5,0,2,0,0,0,0,0,1,0,0,0,1,0,22,502,225,41,0,0,1,113
2000,"15 to 19 years","Percentage of deaths",0,0,0,0,0,0.7,0.1,0,0,0,0,0,0.1,0,7.8,0.6,0.1,0.3,0,0.1,0,0,2.5,0,0.5,0,0,0.3,0,0.5,0,0.2,0,0,0,0,0,0.1,0,0,0,0.1,0,2.1,47.9,21.4,3.9,0,0,0.1,10.8
2000,"15 to 19 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,4,0.3,0,0.1,0,0,0,0,1.3,0,0.2,0,0,0.1,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1.1,24.2,10.9,2,0,0,0,5.5
2000,"15 to 19 years","Rank of leading causes of death",21,21,21,21,21,7,14,21,21,21,21,21,14,21,3,8,14,11,21,14,21,21,5,21,9,21,21,11,21,9,21,13,21,21,21,21,21,14,21,21,21,14,21,6,1,2,4,21,21,14,0
2000,"20 to 24 years","Number of deaths",0,0,0,0,0,1,3,0,0,0,0,1,3,0,113,8,1,5,0,1,0,0,36,1,10,0,6,7,0,13,0,2,1,0,1,2,0,1,2,0,0,2,0,31,516,317,50,1,0,1,182
2000,"20 to 24 years","Percentage of deaths",0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0.2,0,8.6,0.6,0.1,0.4,0,0.1,0,0,2.7,0.1,0.8,0,0.5,0.5,0,1,0,0.2,0.1,0,0.1,0.2,0,0.1,0.2,0,0,0.2,0,2.4,39.2,24.1,3.8,0.1,0,0.1,13.8
2000,"20 to 24 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,5.4,0.4,0,0.2,0,0,0,0,1.7,0,0.5,0,0.3,0.3,0,0.6,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0,1.5,24.7,15.2,2.4,0,0,0,8.7
2000,"20 to 24 years","Rank of leading causes of death",29,29,29,29,29,19,13,29,29,29,29,19,13,29,3,9,19,12,29,19,29,29,5,19,8,29,11,10,29,7,29,15,19,29,19,15,29,19,15,29,29,15,29,6,1,2,4,19,29,19,0
2000,"25 to 34 years","Number of deaths",0,0,4,0,0,1,10,0,0,0,1,3,78,0,408,15,7,39,2,4,0,0,142,3,34,0,11,18,0,12,1,4,2,1,0,11,1,12,0,0,0,7,0,42,847,603,100,3,0,9,430
2000,"25 to 34 years","Percentage of deaths",0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,2.7,0,14.2,0.5,0.2,1.4,0.1,0.1,0,0,5,0.1,1.2,0,0.4,0.6,0,0.4,0,0.1,0.1,0,0,0.4,0,0.4,0,0,0,0.2,0,1.5,29.6,21,3.5,0.1,0,0.3,15
2000,"25 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0.1,1.8,0,9.3,0.3,0.2,0.9,0,0.1,0,0,3.2,0.1,0.8,0,0.3,0.4,0,0.3,0,0.1,0,0,0,0.3,0,0.3,0,0,0,0.2,0,1,19.3,13.7,2.3,0.1,0,0.2,9.8
2000,"25 to 34 years","Rank of leading causes of death",33,33,20,33,33,28,16,33,33,33,28,23,6,33,3,11,18,8,26,20,33,33,4,23,9,33,14,10,33,12,28,20,26,28,33,14,28,12,33,33,33,18,33,7,1,2,5,23,33,17,0
2000,"25 to 29 years","Number of deaths",0,0,2,0,0,1,3,0,0,0,0,0,20,0,142,4,4,13,1,0,0,0,53,0,16,0,3,7,0,6,0,3,1,1,0,1,1,3,0,0,0,2,0,18,390,279,52,1,0,4,189
2000,"25 to 29 years","Percentage of deaths",0,0,0.2,0,0,0.1,0.2,0,0,0,0,0,1.6,0,11.6,0.3,0.3,1.1,0.1,0,0,0,4.3,0,1.3,0,0.2,0.6,0,0.5,0,0.2,0.1,0.1,0,0.1,0.1,0.2,0,0,0,0.2,0,1.5,32,22.9,4.3,0.1,0,0.3,15.5
2000,"25 to 29 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.9,0,6.7,0.2,0.2,0.6,0,0,0,0,2.5,0,0.8,0,0.1,0.3,0,0.3,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0.9,18.5,13.2,2.5,0,0,0.2,8.9
2000,"25 to 29 years","Rank of leading causes of death",28,28,19,28,28,21,15,28,28,28,28,28,6,28,3,12,12,9,21,28,28,28,4,28,8,28,15,10,28,11,28,15,21,21,28,21,21,15,28,28,28,19,28,7,1,2,5,21,28,12,0
2000,"30 to 34 years","Number of deaths",0,0,2,0,0,0,7,0,0,0,1,3,58,0,266,11,3,26,1,4,0,0,89,3,18,0,8,11,0,6,1,1,1,0,0,10,0,9,0,0,0,5,0,24,457,324,48,2,0,5,241
2000,"30 to 34 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0.1,0.2,3.5,0,16.2,0.7,0.2,1.6,0.1,0.2,0,0,5.4,0.2,1.1,0,0.5,0.7,0,0.4,0.1,0.1,0.1,0,0,0.6,0,0.5,0,0,0,0.3,0,1.5,27.8,19.7,2.9,0.1,0,0.3,14.7
2000,"30 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,2.5,0,11.6,0.5,0.1,1.1,0,0.2,0,0,3.9,0.1,0.8,0,0.3,0.5,0,0.3,0,0,0,0,0,0.4,0,0.4,0,0,0,0.2,0,1,20,14.2,2.1,0.1,0,0.2,10.5
2000,"30 to 34 years","Rank of leading causes of death",30,30,23,30,30,30,15,30,30,30,25,20,5,30,3,10,20,7,25,19,30,30,4,20,9,30,14,10,30,16,25,25,25,30,30,12,30,13,30,30,30,17,30,8,1,2,6,23,30,17,0
2000,"35 to 44 years","Number of deaths",0,0,4,0,0,2,27,0,0,0,0,18,222,0,1801,36,7,131,3,2,0,0,735,4,148,2,18,49,4,30,1,11,11,2,3,150,2,31,3,0,2,1,0,62,1017,923,121,4,0,10,972
2000,"35 to 44 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.3,3.4,0,27.4,0.5,0.1,2,0,0,0,0,11.2,0.1,2.3,0,0.3,0.7,0.1,0.5,0,0.2,0.2,0,0,2.3,0,0.5,0,0,0,0,0,0.9,15.5,14.1,1.8,0.1,0,0.2,14.8
2000,"35 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0,0,0,0,0.3,4.2,0,33.9,0.7,0.1,2.5,0.1,0,0,0,13.8,0.1,2.8,0,0.3,0.9,0.1,0.6,0,0.2,0.2,0,0.1,2.8,0,0.6,0.1,0,0,0,0,1.2,19.2,17.4,2.3,0.1,0,0.2,18.3
2000,"35 to 44 years","Rank of leading causes of death",37,37,22,37,37,29,15,37,37,37,37,16,5,37,1,12,21,8,26,29,37,37,4,22,7,29,16,11,22,14,35,18,18,29,26,6,29,13,26,37,29,35,37,10,2,3,9,22,37,20,0
2000,"35 to 39 years","Number of deaths",0,0,2,0,0,1,11,0,0,0,0,4,109,0,606,8,5,46,1,1,0,0,242,1,54,0,6,18,1,14,0,5,3,0,0,49,1,15,2,0,0,1,0,29,504,431,63,2,0,5,441
2000,"35 to 39 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.1,4.1,0,22.6,0.3,0.2,1.7,0,0,0,0,9,0,2,0,0.2,0.7,0,0.5,0,0.2,0.1,0,0,1.8,0,0.6,0.1,0,0,0,0,1.1,18.8,16.1,2.3,0.1,0,0.2,16.4
2000,"35 to 39 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.4,0,0,0,0,0.1,4,0,22.5,0.3,0.2,1.7,0,0,0,0,9,0,2,0,0.2,0.7,0,0.5,0,0.2,0.1,0,0,1.8,0,0.6,0.1,0,0,0,0,1.1,18.7,16,2.3,0.1,0,0.2,16.4
2000,"35 to 39 years","Rank of leading causes of death",32,32,22,32,32,25,14,32,32,32,32,20,5,32,1,15,17,9,25,25,32,32,4,25,7,32,16,11,25,13,32,17,21,32,32,8,25,12,22,32,32,25,32,10,2,3,6,22,32,17,0
2000,"40 to 44 years","Number of deaths",0,0,2,0,0,1,16,0,0,0,0,14,113,0,1195,28,2,85,2,1,0,0,493,3,94,2,12,31,3,16,1,6,8,2,3,101,1,16,1,0,2,0,0,33,513,492,58,2,0,5,531
2000,"40 to 44 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.4,2.9,0,30.7,0.7,0.1,2.2,0.1,0,0,0,12.7,0.1,2.4,0.1,0.3,0.8,0.1,0.4,0,0.2,0.2,0.1,0.1,2.6,0,0.4,0,0,0.1,0,0,0.8,13.2,12.7,1.5,0.1,0,0.1,13.7
2000,"40 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.6,0,0,0,0,0.5,4.3,0,45.8,1.1,0.1,3.3,0.1,0,0,0,18.9,0.1,3.6,0.1,0.5,1.2,0.1,0.6,0,0.2,0.3,0.1,0.1,3.9,0,0.6,0,0,0.1,0,0,1.3,19.6,18.8,2.2,0.1,0,0.2,20.3
2000,"40 to 44 years","Rank of leading causes of death",36,36,24,36,36,31,13,36,36,36,36,16,5,36,1,12,24,8,24,31,36,36,3,21,7,24,17,11,21,13,31,19,18,24,21,6,31,13,31,36,24,36,36,10,2,4,9,24,36,20,0
2000,"45 to 54 years","Number of deaths",0,0,7,0,0,2,64,0,0,0,0,41,135,1,5323,64,5,282,4,5,5,13,2158,12,398,13,44,101,1,146,3,15,25,2,8,367,7,71,6,0,2,0,0,78,950,724,52,3,0,9,1543
2000,"45 to 54 years","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0.3,1.1,0,41.9,0.5,0,2.2,0,0,0,0.1,17,0.1,3.1,0.1,0.3,0.8,0,1.2,0,0.1,0.2,0,0.1,2.9,0.1,0.6,0,0,0,0,0,0.6,7.5,5.7,0.4,0,0,0.1,12.2
2000,"45 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,1.5,0,0,0,0,0.9,3.1,0,122.1,1.5,0.1,6.5,0.1,0.1,0.1,0.3,49.5,0.3,9.1,0.3,1,2.3,0,3.3,0.1,0.3,0.6,0,0.2,8.4,0.2,1.6,0.1,0,0,0,0,1.8,21.8,16.6,1.2,0.1,0,0.2,35.4
2000,"45 to 54 years","Rank of leading causes of death",39,39,25,39,39,34,13,39,39,39,39,17,9,37,1,13,28,7,31,28,28,20,2,22,5,20,16,10,37,8,32,19,18,34,24,6,25,12,27,39,34,39,39,11,3,4,15,32,39,23,0
2000,"45 to 49 years","Number of deaths",0,0,3,0,0,1,19,0,0,0,0,19,77,0,1914,24,2,99,2,2,2,4,807,5,174,6,19,43,1,44,2,10,12,1,2,163,2,34,3,0,1,0,0,37,531,399,31,1,0,6,712
2000,"45 to 49 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0.4,1.5,0,36.7,0.5,0,1.9,0,0,0,0.1,15.5,0.1,3.3,0.1,0.4,0.8,0,0.8,0,0.2,0.2,0,0,3.1,0,0.7,0.1,0,0,0,0,0.7,10.2,7.7,0.6,0,0,0.1,13.7
2000,"45 to 49 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.8,0,0,0,0,0.8,3.3,0,82.6,1,0.1,4.3,0.1,0.1,0.1,0.2,34.8,0.2,7.5,0.3,0.8,1.9,0,1.9,0.1,0.4,0.5,0,0.1,7,0.1,1.5,0.1,0,0,0,0,1.6,22.9,17.2,1.3,0,0,0.3,30.7
2000,"45 to 49 years","Rank of leading causes of death",38,38,24,38,38,33,15,38,38,38,38,15,8,38,1,14,26,7,26,26,26,23,2,22,5,20,15,10,33,9,26,19,18,33,26,6,26,12,24,38,33,38,38,11,3,4,13,33,38,20,0
2000,"50 to 54 years","Number of deaths",0,0,4,0,0,1,45,0,0,0,0,22,58,1,3409,40,3,183,2,3,3,9,1351,7,224,7,25,58,0,102,1,5,13,1,6,204,5,37,3,0,1,0,0,41,419,325,21,2,0,3,831
2000,"50 to 54 years","Percentage of deaths",0,0,0.1,0,0,0,0.6,0,0,0,0,0.3,0.8,0,45.6,0.5,0,2.4,0,0,0,0.1,18.1,0.1,3,0.1,0.3,0.8,0,1.4,0,0.1,0.2,0,0.1,2.7,0.1,0.5,0,0,0,0,0,0.5,5.6,4.3,0.3,0,0,0,11.1
2000,"50 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,2.2,0,0,0,0,1.1,2.8,0,166.9,2,0.1,9,0.1,0.1,0.1,0.4,66.1,0.3,11,0.3,1.2,2.8,0,5,0,0.2,0.6,0,0.3,10,0.2,1.8,0.1,0,0,0,0,2,20.5,15.9,1,0.1,0,0.1,40.7
2000,"50 to 54 years","Rank of leading causes of death",38,38,25,38,38,33,11,38,38,38,38,16,9,33,1,13,26,7,31,26,26,19,2,20,5,20,15,9,38,8,33,23,18,33,22,6,23,14,26,38,33,38,38,12,3,4,17,31,38,26,0
2000,"55 to 64 years","Number of deaths",1,0,7,0,0,3,122,1,0,0,0,17,47,0,10239,146,18,664,10,5,27,59,4554,36,740,38,165,170,5,543,8,29,26,2,10,518,19,168,7,2,0,0,0,50,636,366,25,0,0,13,2049
2000,"55 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0.1,0.2,0,47.5,0.7,0.1,3.1,0,0,0.1,0.3,21.1,0.2,3.4,0.2,0.8,0.8,0,2.5,0,0.1,0.1,0,0,2.4,0.1,0.8,0,0,0,0,0,0.2,3,1.7,0.1,0,0,0.1,9.5
2000,"55 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0.1,4.3,0,0,0,0,0.6,1.7,0,364,5.2,0.6,23.6,0.4,0.2,1,2.1,161.9,1.3,26.3,1.4,5.9,6,0.2,19.3,0.3,1,0.9,0.1,0.4,18.4,0.7,6,0.2,0.1,0,0,0,1.8,22.6,13,0.9,0,0,0.5,72.8
2000,"55 to 64 years","Rank of leading causes of death",37,39,30,39,39,34,13,37,39,39,39,25,16,39,1,12,24,4,27,32,20,14,2,18,3,17,11,9,32,6,29,19,21,35,27,7,23,10,30,35,39,39,39,15,5,8,22,39,39,26,0
2000,"55 to 59 years","Number of deaths",1,0,2,0,0,0,50,0,0,0,0,12,33,0,4440,54,6,276,2,3,5,16,1913,15,297,25,53,81,1,188,5,15,8,2,4,229,11,57,5,0,0,0,0,29,360,213,11,0,0,8,909
2000,"55 to 59 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0.1,0.4,0,47.5,0.6,0.1,3,0,0,0.1,0.2,20.5,0.2,3.2,0.3,0.6,0.9,0,2,0.1,0.2,0.1,0,0,2.5,0.1,0.6,0.1,0,0,0,0,0.3,3.9,2.3,0.1,0,0,0.1,9.7
2000,"55 to 59 years","Age-specific mortality rate per 100,000 population",0.1,0,0.1,0,0,0,3.2,0,0,0,0,0.8,2.1,0,285.6,3.5,0.4,17.8,0.1,0.2,0.3,1,123,1,19.1,1.6,3.4,5.2,0.1,12.1,0.3,1,0.5,0.1,0.3,14.7,0.7,3.7,0.3,0,0,0,0,1.9,23.2,13.7,0.7,0,0,0.5,58.5
2000,"55 to 59 years","Rank of leading causes of death",34,36,31,36,36,36,13,36,36,36,36,20,14,36,1,11,25,5,31,30,26,17,2,18,4,16,12,9,34,8,26,18,23,31,29,6,21,10,26,36,36,36,36,15,3,7,21,36,36,23,0
2000,"60 to 64 years","Number of deaths",0,0,5,0,0,3,72,1,0,0,0,5,14,0,5799,92,12,388,8,2,22,43,2641,21,443,13,112,89,4,355,3,14,18,0,6,289,8,111,2,2,0,0,0,21,276,153,14,0,0,5,1140
2000,"60 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0,0.1,0,47.5,0.8,0.1,3.2,0.1,0,0.2,0.4,21.6,0.2,3.6,0.1,0.9,0.7,0,2.9,0,0.1,0.1,0,0,2.4,0.1,0.9,0,0,0,0,0,0.2,2.3,1.3,0.1,0,0,0,9.3
2000,"60 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0.4,0,0,0.2,5.7,0.1,0,0,0,0.4,1.1,0,460.9,7.3,1,30.8,0.6,0.2,1.7,3.4,209.9,1.7,35.2,1,8.9,7.1,0.3,28.2,0.2,1.1,1.4,0,0.5,23,0.6,8.8,0.2,0.2,0,0,0,1.7,21.9,12.2,1.1,0,0,0.4,90.6
