"Year","Age","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus (HIV) disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2000,"1 to 4 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2.3,0.4,0,0,0,0.3,0,0,0.7,0,0.1,0,0,0.4,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,2.8,3.9,0,0.6,0,0,0.1,5.8
2000,"1 to 4 years","Rank of leading causes of death",15,15,15,15,15,15,8,15,15,15,15,15,15,15,3,6,15,15,15,8,15,15,4,15,11,15,15,6,15,8,15,11,15,15,15,15,15,15,15,0,15,15,11,2,1,15,5,15,15,11,0
2000,"5 to 9 years","Number of deaths",0,0,0,0,0,2,2,0,0,0,0,0,1,0,20,2,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,9,26,0,3,0,0,1,28
2000,"5 to 9 years","Percentage of deaths",0,0,0,0,0,1.9,1.9,0,0,0,0,0,1,0,19.2,1.9,1,0,0,1,0,0,1,0,1.9,0,0,0,0,1,0,1.9,0,0,0,0,0,0,0,0,0,0,1.9,8.7,25,0,2.9,0,0,1,26.9
2000,"5 to 9 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.1,0,2,0.2,0.1,0,0,0.1,0,0,0.1,0,0.2,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.9,2.6,0,0.3,0,0,0.1,2.8
2000,"5 to 9 years","Rank of leading causes of death",17,17,17,17,17,5,5,17,17,17,17,17,11,17,2,5,11,17,17,11,17,17,11,17,5,17,17,17,17,11,17,5,17,17,17,17,17,17,17,0,17,17,5,3,1,17,4,17,17,11,0
2000,"10 to 14 years","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,3,2,1,0,1,0,0,6,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,44,17,3,0,0,0,32
2000,"10 to 14 years","Percentage of deaths",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,10.8,2.2,1.4,0.7,0,0.7,0,0,4.3,0,2.2,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0.7,4.3,31.7,12.2,2.2,0,0,0,23
2000,"10 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.5,0.3,0.2,0.1,0,0.1,0,0,0.6,0,0.3,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.6,4.4,1.7,0.3,0,0,0,3.2
2000,"10 to 14 years","Rank of leading causes of death",16,16,16,16,16,16,6,16,16,16,16,16,16,16,3,6,10,11,16,11,16,16,4,16,6,16,16,16,16,11,16,11,16,16,16,16,16,16,16,0,16,16,11,4,1,2,6,16,16,16,0
2000,"15 to 24","Number of deaths",0,0,0,0,0,5,3,0,0,0,0,1,2,0,76,9,1,4,0,2,0,0,27,1,7,0,1,7,0,8,0,0,1,0,0,2,0,1,1,0,0,3,0,25,270,112,22,0,0,1,105
2000,"15 to 24","Percentage of deaths",0,0,0,0,0,0.7,0.4,0,0,0,0,0.1,0.3,0,10.9,1.3,0.1,0.6,0,0.3,0,0,3.9,0.1,1,0,0.1,1,0,1.1,0,0,0.1,0,0,0.3,0,0.1,0.1,0,0,0.4,0,3.6,38.7,16.1,3.2,0,0,0.1,15.1
2000,"15 to 24","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.2,0.1,0,0,0,0,0,0.1,0,3.7,0.4,0,0.2,0,0.1,0,0,1.3,0,0.3,0,0,0.3,0,0.4,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,1.2,13.3,5.5,1.1,0,0,0,5.2
2000,"15 to 24","Rank of leading causes of death",26,26,26,26,26,11,13,26,26,26,26,18,15,26,3,7,18,12,26,15,26,26,4,18,9,26,18,9,26,8,26,26,18,26,26,15,26,18,18,0,26,13,26,5,1,2,6,26,26,18,0
2000,"15 to 19 years","Number of deaths",0,0,0,0,0,4,1,0,0,0,0,0,0,0,39,5,0,1,0,1,0,0,12,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,7,152,52,11,0,0,1,44
2000,"15 to 19 years","Percentage of deaths",0,0,0,0,0,1.2,0.3,0,0,0,0,0,0,0,11.6,1.5,0,0.3,0,0.3,0,0,3.6,0,0.6,0,0,0.3,0,0.6,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,2.1,45.1,15.4,3.3,0,0,0.3,13.1
2000,"15 to 19 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.4,0.1,0,0,0,0,0,0,0,3.9,0.5,0,0.1,0,0.1,0,0,1.2,0,0.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.7,15.1,5.2,1.1,0,0,0.1,4.4
2000,"15 to 19 years","Rank of leading causes of death",18,18,18,18,18,8,11,18,18,18,18,18,18,18,3,7,18,11,18,11,18,18,4,18,9,18,18,11,18,9,18,18,18,18,18,18,18,11,18,0,18,11,18,6,1,2,5,18,18,11,0
2000,"20 to 24 years","Number of deaths",0,0,0,0,0,1,2,0,0,0,0,1,2,0,37,4,1,3,0,1,0,0,15,1,5,0,1,6,0,6,0,0,1,0,0,2,0,0,1,0,0,2,0,18,118,60,11,0,0,0,61
2000,"20 to 24 years","Percentage of deaths",0,0,0,0,0,0.3,0.6,0,0,0,0,0.3,0.6,0,10.3,1.1,0.3,0.8,0,0.3,0,0,4.2,0.3,1.4,0,0.3,1.7,0,1.7,0,0,0.3,0,0,0.6,0,0,0.3,0,0,0.6,0,5,32.8,16.7,3.1,0,0,0,16.9
2000,"20 to 24 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0.2,0,3.6,0.4,0.1,0.3,0,0.1,0,0,1.5,0.1,0.5,0,0.1,0.6,0,0.6,0,0,0.1,0,0,0.2,0,0,0.1,0,0,0.2,0,1.8,11.6,5.9,1.1,0,0,0,6
2000,"20 to 24 years","Rank of leading causes of death",24,24,24,24,24,16,12,24,24,24,24,16,12,24,3,10,16,11,24,16,24,24,5,16,9,24,16,7,24,7,24,24,16,24,24,12,24,24,16,0,24,12,24,4,1,2,6,24,24,24,0
2000,"25 to 34 years","Number of deaths",0,0,2,0,0,1,5,0,0,0,0,2,20,0,222,9,0,12,2,2,0,0,44,0,16,0,7,6,0,10,1,1,0,0,0,2,1,8,0,0,0,7,0,19,180,119,19,0,0,4,164
2000,"25 to 34 years","Percentage of deaths",0,0,0.2,0,0,0.1,0.6,0,0,0,0,0.2,2.3,0,25.1,1,0,1.4,0.2,0.2,0,0,5,0,1.8,0,0.8,0.7,0,1.1,0.1,0.1,0,0,0,0.2,0.1,0.9,0,0,0,0.8,0,2.1,20.3,13.4,2.1,0,0,0.5,18.5
2000,"25 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0.1,0.9,0,10.2,0.4,0,0.6,0.1,0.1,0,0,2,0,0.7,0,0.3,0.3,0,0.5,0,0,0,0,0,0.1,0,0.4,0,0,0,0.3,0,0.9,8.3,5.5,0.9,0,0,0.2,7.5
2000,"25 to 34 years","Rank of leading causes of death",27,27,18,27,27,23,16,27,27,27,27,18,5,27,1,11,27,9,18,18,27,27,4,27,8,27,13,15,27,10,23,23,27,27,27,18,23,12,27,0,27,13,27,6,2,3,6,27,27,17,0
2000,"25 to 29 years","Number of deaths",0,0,1,0,0,1,0,0,0,0,0,0,9,0,70,3,0,5,1,0,0,0,14,0,9,0,1,3,0,5,0,1,0,0,0,0,1,1,0,0,0,2,0,10,77,61,9,0,0,1,75
2000,"25 to 29 years","Percentage of deaths",0,0,0.3,0,0,0.3,0,0,0,0,0,0,2.5,0,19.4,0.8,0,1.4,0.3,0,0,0,3.9,0,2.5,0,0.3,0.8,0,1.4,0,0.3,0,0,0,0,0.3,0.3,0,0,0,0.6,0,2.8,21.4,16.9,2.5,0,0,0.3,20.8
2000,"25 to 29 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.9,0,6.7,0.3,0,0.5,0.1,0,0,0,1.3,0,0.9,0,0.1,0.3,0,0.5,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0.2,0,1,7.4,5.8,0.9,0,0,0.1,7.2
2000,"25 to 29 years","Rank of leading causes of death",22,22,14,22,22,14,22,22,22,22,22,22,6,22,2,11,22,9,14,22,22,22,4,22,6,22,14,11,22,9,22,14,22,22,22,22,14,14,22,0,22,13,22,5,1,3,6,22,22,14,0
2000,"30 to 34 years","Number of deaths",0,0,1,0,0,0,5,0,0,0,0,2,11,0,152,6,0,7,1,2,0,0,30,0,7,0,6,3,0,5,1,0,0,0,0,2,0,7,0,0,0,5,0,9,103,58,10,0,0,3,89
2000,"30 to 34 years","Percentage of deaths",0,0,0.2,0,0,0,1,0,0,0,0,0.4,2.1,0,29,1.1,0,1.3,0.2,0.4,0,0,5.7,0,1.3,0,1.1,0.6,0,1,0.2,0,0,0,0,0.4,0,1.3,0,0,0,1,0,1.7,19.6,11,1.9,0,0,0.6,17
2000,"30 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.4,0,0,0,0,0.2,1,0,13.4,0.5,0,0.6,0.1,0.2,0,0,2.7,0,0.6,0,0.5,0.3,0,0.4,0.1,0,0,0,0,0.2,0,0.6,0,0,0,0.4,0,0.8,9.1,5.1,0.9,0,0,0.3,7.9
2000,"30 to 34 years","Rank of leading causes of death",24,24,21,24,24,24,13,24,24,24,24,18,5,24,1,11,24,8,21,18,24,24,4,24,8,24,11,16,24,13,21,24,24,24,24,18,24,8,24,0,24,13,24,7,2,3,6,24,24,16,0
2000,"35 to 44 years","Number of deaths",0,0,2,0,0,1,12,0,0,0,0,0,38,0,1065,21,6,42,3,1,0,0,175,2,70,0,1,22,3,17,1,2,3,2,1,49,2,16,3,0,2,1,0,31,237,192,35,0,0,5,334
2000,"35 to 44 years","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0,1.6,0,44.4,0.9,0.3,1.8,0.1,0,0,0,7.3,0.1,2.9,0,0,0.9,0.1,0.7,0,0.1,0.1,0.1,0,2,0.1,0.7,0.1,0,0.1,0,0,1.3,9.9,8,1.5,0,0,0.2,13.9
2000,"35 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0,0,0,0,0,1.4,0,40.3,0.8,0.2,1.6,0.1,0,0,0,6.6,0.1,2.6,0,0,0.8,0.1,0.6,0,0.1,0.1,0.1,0,1.9,0.1,0.6,0.1,0,0.1,0,0,1.2,9,7.3,1.3,0,0,0.2,12.6
2000,"35 to 44 years","Rank of leading causes of death",34,34,22,34,34,28,15,34,34,34,34,34,8,34,1,12,16,7,18,28,34,34,4,22,5,34,28,11,18,13,28,22,18,22,28,6,22,14,18,0,22,28,34,10,2,3,9,34,34,17,0
2000,"35 to 39 years","Number of deaths",0,0,0,0,0,0,5,0,0,0,0,0,25,0,377,2,4,14,1,0,0,0,60,1,23,0,0,7,1,5,0,0,2,0,0,21,1,9,2,0,0,1,0,15,109,87,18,0,0,2,149
2000,"35 to 39 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0,2.7,0,40.1,0.2,0.4,1.5,0.1,0,0,0,6.4,0.1,2.4,0,0,0.7,0.1,0.5,0,0,0.2,0,0,2.2,0.1,1,0.2,0,0,0.1,0,1.6,11.6,9.2,1.9,0,0,0.2,15.8
2000,"35 to 39 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.4,0,0,0,0,0,1.9,0,28.2,0.1,0.3,1,0.1,0,0,0,4.5,0.1,1.7,0,0,0.5,0.1,0.4,0,0,0.1,0,0,1.6,0.1,0.7,0.1,0,0,0.1,0,1.1,8.2,6.5,1.3,0,0,0.1,11.1
2000,"35 to 39 years","Rank of leading causes of death",25,25,25,25,25,25,13,25,25,25,25,25,5,25,1,16,15,10,20,25,25,25,4,20,6,25,25,12,20,13,25,25,16,25,25,7,20,11,16,0,25,20,25,9,2,3,8,25,25,16,0
2000,"40 to 44 years","Number of deaths",0,0,2,0,0,1,7,0,0,0,0,0,13,0,688,19,2,28,2,1,0,0,115,1,47,0,1,15,2,12,1,2,1,2,1,28,1,7,1,0,2,0,0,16,128,105,17,0,0,3,185
2000,"40 to 44 years","Percentage of deaths",0,0,0.1,0,0,0.1,0.5,0,0,0,0,0,0.9,0,47.3,1.3,0.1,1.9,0.1,0.1,0,0,7.9,0.1,3.2,0,0.1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,1.9,0.1,0.5,0.1,0,0.1,0,0,1.1,8.8,7.2,1.2,0,0,0.2,12.7
2000,"40 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0.1,0.5,0,0,0,0,0,1,0,52.7,1.5,0.2,2.1,0.2,0.1,0,0,8.8,0.1,3.6,0,0.1,1.1,0.2,0.9,0.1,0.2,0.1,0.2,0.1,2.1,0.1,0.5,0.1,0,0.2,0,0,1.2,9.8,8,1.3,0,0,0.2,14.2
2000,"40 to 44 years","Rank of leading causes of death",33,33,17,33,33,24,14,33,33,33,33,33,12,33,1,8,17,6,17,24,33,33,3,24,5,33,24,11,17,13,24,17,24,17,24,6,24,14,24,0,17,33,33,10,2,4,9,33,33,16,0
2000,"45 to 54 years","Number of deaths",0,0,5,0,0,1,24,0,0,0,0,3,10,0,2805,28,1,102,2,1,3,9,448,6,186,2,15,33,0,75,2,6,5,1,4,102,3,29,2,0,2,0,0,39,232,201,15,0,0,4,596
2000,"45 to 54 years","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0.1,0.2,0,56.1,0.6,0,2,0,0,0.1,0.2,9,0.1,3.7,0,0.3,0.7,0,1.5,0,0.1,0.1,0,0.1,2,0.1,0.6,0,0,0,0,0,0.8,4.6,4,0.3,0,0,0.1,11.9
2000,"45 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,1.1,0,0,0,0,0.1,0.5,0,128.2,1.3,0,4.7,0.1,0,0.1,0.4,20.5,0.3,8.5,0.1,0.7,1.5,0,3.4,0.1,0.3,0.2,0,0.2,4.7,0.1,1.3,0.1,0,0.1,0,0,1.8,10.6,9.2,0.7,0,0,0.2,27.3
2000,"45 to 54 years","Rank of leading causes of death",36,36,20,36,36,32,13,36,36,36,36,24,16,36,1,12,32,6,27,32,24,17,2,18,5,27,14,10,36,8,27,18,20,32,22,6,24,11,27,0,27,36,36,9,3,4,14,36,36,22,0
2000,"45 to 49 years","Number of deaths",0,0,3,0,0,0,9,0,0,0,0,1,5,0,1065,11,0,32,0,0,1,2,164,1,74,0,7,15,0,21,1,3,3,0,1,40,0,13,0,0,1,0,0,16,118,113,11,0,0,3,275
2000,"45 to 49 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0,0,0,0,0,0.2,0,53,0.5,0,1.6,0,0,0,0.1,8.2,0,3.7,0,0.3,0.7,0,1,0,0.1,0.1,0,0,2,0,0.6,0,0,0,0,0,0.8,5.9,5.6,0.5,0,0,0.1,13.7
2000,"45 to 49 years","Age-specific mortality rate per 100,000 population",0,0,0.3,0,0,0,0.8,0,0,0,0,0.1,0.4,0,91.7,0.9,0,2.8,0,0,0.1,0.2,14.1,0.1,6.4,0,0.6,1.3,0,1.8,0.1,0.3,0.3,0,0.1,3.4,0,1.1,0,0,0.1,0,0,1.4,10.2,9.7,0.9,0,0,0.3,23.7
2000,"45 to 49 years","Rank of leading causes of death",28,28,17,28,28,28,14,28,28,28,28,22,16,28,1,12,28,7,28,28,22,21,2,22,5,28,15,10,28,8,22,17,17,28,22,6,28,11,28,0,22,28,28,9,3,4,12,28,28,17,0
2000,"50 to 54 years","Number of deaths",0,0,2,0,0,1,15,0,0,0,0,2,5,0,1740,17,1,70,2,1,2,7,284,5,112,2,8,18,0,54,1,3,2,1,3,62,3,16,2,0,1,0,0,23,114,88,4,0,0,1,321
2000,"50 to 54 years","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0.1,0.2,0,58.1,0.6,0,2.3,0.1,0,0.1,0.2,9.5,0.2,3.7,0.1,0.3,0.6,0,1.8,0,0.1,0.1,0,0.1,2.1,0.1,0.5,0.1,0,0,0,0,0.8,3.8,2.9,0.1,0,0,0,10.7
2000,"50 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0.1,1.5,0,0,0,0,0.2,0.5,0,169.7,1.7,0.1,6.8,0.2,0.1,0.2,0.7,27.7,0.5,10.9,0.2,0.8,1.8,0,5.3,0.1,0.3,0.2,0.1,0.3,6,0.3,1.6,0.2,0,0.1,0,0,2.2,11.1,8.6,0.4,0,0,0.1,31.3
2000,"50 to 54 years","Rank of leading causes of death",36,36,22,36,36,29,13,36,36,36,36,22,16,36,1,11,29,6,22,29,22,15,2,16,4,22,14,10,36,8,29,19,22,29,19,7,19,12,22,0,29,36,36,9,3,5,18,36,36,29,0
2000,"55 to 64 years","Number of deaths",1,0,2,0,0,2,60,1,0,0,0,4,5,0,4558,57,9,218,4,1,9,35,1147,20,289,11,34,68,2,245,0,19,7,1,3,134,9,57,3,0,0,0,0,29,191,81,7,0,0,9,844
2000,"55 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0,0.1,0,55.7,0.7,0.1,2.7,0,0,0.1,0.4,14,0.2,3.5,0.1,0.4,0.8,0,3,0,0.2,0.1,0,0,1.6,0.1,0.7,0,0,0,0,0,0.4,2.3,1,0.1,0,0,0.1,10.3
2000,"55 to 64 years","Age-specific mortality rate per 100,000 population",0.1,0,0.1,0,0,0.1,4.2,0.1,0,0,0,0.3,0.4,0,319.1,4,0.6,15.3,0.3,0.1,0.6,2.5,80.3,1.4,20.2,0.8,2.4,4.8,0.1,17.2,0,1.3,0.5,0.1,0.2,9.4,0.6,4,0.2,0,0,0,0,2,13.4,5.7,0.5,0,0,0.6,59.1
2000,"55 to 64 years","Rank of leading causes of death",33,37,30,37,37,30,10,33,37,37,37,26,25,37,1,11,19,5,26,33,19,13,2,16,3,18,14,9,30,4,37,17,23,33,28,7,19,11,28,0,37,37,37,15,6,8,23,37,37,19,0
2000,"55 to 59 years","Number of deaths",1,0,1,0,0,0,24,0,0,0,0,1,3,0,2071,21,3,82,1,1,1,10,439,8,118,7,9,27,1,90,0,11,3,1,0,53,6,17,2,0,0,0,0,15,103,49,3,0,0,6,389
2000,"55 to 59 years","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0,0.1,0,57.9,0.6,0.1,2.3,0,0,0,0.3,12.3,0.2,3.3,0.2,0.3,0.8,0,2.5,0,0.3,0.1,0,0,1.5,0.2,0.5,0.1,0,0,0,0,0.4,2.9,1.4,0.1,0,0,0.2,10.9
2000,"55 to 59 years","Age-specific mortality rate per 100,000 population",0.1,0,0.1,0,0,0,3.1,0,0,0,0,0.1,0.4,0,263.5,2.7,0.4,10.4,0.1,0.1,0.1,1.3,55.9,1,15,0.9,1.1,3.4,0.1,11.5,0,1.4,0.4,0.1,0,6.7,0.8,2.2,0.3,0,0,0,0,1.9,13.1,6.2,0.4,0,0,0.8,49.5
2000,"55 to 59 years","Rank of leading causes of death",26,34,26,34,34,34,10,34,34,34,34,26,21,34,1,11,21,6,26,26,26,15,2,17,3,18,16,9,26,5,34,14,21,26,34,7,19,12,25,0,34,34,34,13,4,8,21,34,34,19,0
2000,"60 to 64 years","Number of deaths",0,0,1,0,0,2,36,1,0,0,0,3,2,0,2487,36,6,136,3,0,8,25,708,12,171,4,25,41,1,155,0,8,4,0,3,81,3,40,1,0,0,0,0,14,88,32,4,0,0,3,455
2000,"60 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0,54.1,0.8,0.1,3,0.1,0,0.2,0.5,15.4,0.3,3.7,0.1,0.5,0.9,0,3.4,0,0.2,0.1,0,0.1,1.8,0.1,0.9,0,0,0,0,0,0.3,1.9,0.7,0.1,0,0,0.1,9.9
2000,"60 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0.3,5.6,0.2,0,0,0,0.5,0.3,0,387.1,5.6,0.9,21.2,0.5,0,1.2,3.9,110.2,1.9,26.6,0.6,3.9,6.4,0.2,24.1,0,1.2,0.6,0,0.5,12.6,0.5,6.2,0.2,0,0,0,0,2.2,13.7,5,0.6,0,0,0.5,70.8
2000,"60 to 64 years","Rank of leading causes of death",34,34,30,34,34,28,10,30,34,34,34,23,28,34,1,10,19,5,23,34,17,13,2,16,3,20,13,8,30,4,34,17,20,34,23,7,23,9,30,0,34,34,34,15,6,12,20,34,34,23,0
